title,description,show_type,tags,year,length,rating,votes,countries,link,image_link
Dramat / The Play / Hra (2019),"Kiedy młody reżyser teatralny podejmuje się wystawienia starożytnej greckiej sztuki, jego życie pogrąża się w coraz większym chaosie.",Film,"Dramat, Komedia, Romans",2019,90,6.0,97,"Czech Republic, Chile, France, South Korea",https://cda-hd.cc/57645/dramat-the-play-hra-2019-online/,https://image.tmdb.org/t/p/w185/rDLsVwIP9TJRpLdgtV9GSvb3TYK.jpg
Gorące krzesło / Hot Seat (2022),"Były haker jest zmuszony włamać się do instytucji bankowych wysokiego szczebla. W tym samym czasie inny mężczyzna próbuje wkraść się do budynku z pułapką, aby wyciągnąć młodego człowieka z gorącego siedzenia.",Film,Thriller,2022,99,4.5,1,USA,https://cda-hd.cc/57639/gorace-krzeslo-hot-seat-2022-online/,https://image.tmdb.org/t/p/w185/6zoA2yEfKs8hNFlk4AV28VpoT3I.jpg
The Good Neighbor (2021),"Dla Davida, byłego dziennikarza „New York Timesa”, nadchodzi koszmarny wieczór, kiedy on i jego dziwny nowy sąsiad Robert przypadkowo potrącają dziewczynę na rowerze. Zdezorientowany David pozwala Robertowi przekonać go do ucieczki z miejsca zdarzenia i pozostawienia dziewczyny na pewną śmierć, aby chronić swoją karierę. Robert nie okazuje wyrzutów sumienia i w imię przyjaźni robi niewypowiedziane rzeczy, by chronić sekret. Teraz, gdy policja zajęła się polowaniem na zabójcę, sprawy zaczynają wymykać się spod kontroli, gdy lokalna gazeta Davida wysyła go, by opisał historię, w której poznaje siostrę zmarłej dziewczyny, Vanessę. Pomimo okoliczności i jej głębokiego pragnienia odnalezienia zabójcy jej siostry, oboje natychmiast nawiązuje romantyczny związek, który zaskakuje i prześladuje Davida, jednocześnie zmuszając Roberta do podjęcia brutalnych kroków, by zatrzymać swojego nowego przyjaciela dla siebie.",Film,Thriller,2021,97,6.0,5,"USA, Latvia",https://cda-hd.cc/57622/the-good-neighbor-2021/,https://image.tmdb.org/t/p/w185/mXJ2xI7B0Z9WxDjyv18anPsOxeE.jpg
Głośni sąsiedzi / Fenced In (2022),Walter przechodzi załamanie nerwowe i wyprowadza się z miasta na wieś. Hałaśliwi nowi sąsiedzi szybko jednak wybijają mu z głowy marzenia o spokojnym życiu.,Film,"Familijny, Fantasy, Komedia, Tajemnica",2022,110,4.7,38,Brazil,https://cda-hd.cc/57593/glosni-sasiedzi-fenced-in-2022-online/,https://image.tmdb.org/t/p/w185/oT7388wlquvpGN3LPxVeD849QAI.jpg
Bitwa: Freestyle / Battle: Freestyle (2022),"Amalie jest w euforii, kiedy jej zespół zostaje zakwalifikowany na zawody w Paryżu, ale spotkanie z dawno niewidzianą matką odrywa jej myśli od turnieju.",Film,"Dramat, Muzyczny, Romans",2022,88,4.4,411,Norway,https://cda-hd.cc/57591/bitwa-freestyle-battle-freestyle-2022-online/,https://image.tmdb.org/t/p/w185/vdgUNCruHI6jX9TU4vvplgpDtL7.jpg
Azor (2021),"Yvan De Wiel, prywatny bankier z Genewy, trafia do Argentyny w sam środek dyktatury Jorge Videli, aby zastąpić swojego partnera, który stał się przedmiotem niepokojących plotek, zniknąwszy z dnia na dzień.",Film,"Dramat, Thriller",2021,100,6.6,2,"Switzerland, France, Argentina",https://cda-hd.cc/57576/azor-2021-online/,https://image.tmdb.org/t/p/w185/c83Jk9GUOgSWe5lHeT20cMYbyCU.jpg
Nie zawahaj się / Do Not Hesitate (2021),"Podczas przejazdu przez niegościnne pustkowia bliskowschodniego kraju, jeden z pojazdów holenderskiego konwoju wojskowego ulega awarii. Wydłużające się oczekiwanie na pomoc oraz podejrzana okolica sprawiają, że sytuacja dość szybko staje się napięta. Gdy w okolicznych krzakach coś zaczyna wydawać podejrzane dźwięki, nikogo nie dziwi, że jeden z wojskowych postanawia rozwiać wszelkie wątpliwości serią z karabinu. W zaroślach ukrywał się jednak jedynie… niewinny koziołek. Ten niepozorny incydent wcale nie rozładowuje atmosfery – to zaledwie początek serii nieprzyjemnych wydarzeń, które popchną wojskowych nad krawędź ich moralności. Konwój się rozdziela, a uszkodzony pojazd zostaje pod ochroną Erica, Roya i Thomasa. W międzyczasie w obozie pojawia się miejscowy chłopiec, który obwinia żołnierzy o śmierć swojego zwierzęcia. Dzieciak, nie bojąc się karabinów i gniewnych spojrzeń, zaczyna wystawiać cierpliwość wojskowych na próbę. Dla Erica nadciągają szczególnie trudne chwile – młody chłopak wyznaczony na dowódcę małego oddziału musi przełknąć prawdę o wojennej rzeczywistości i zdecydować co tak naprawdę jest słuszne.",Film,Thriller,2021,91,6.9,261,"Netherlands, Greece",https://cda-hd.cc/57574/nie-zawahaj-sie-do-not-hesitate-2021-online/,https://image.tmdb.org/t/p/w185/mqO638RlWGLD3LoUIq1NgUtID6c.jpg
Tokijska Policja Gore / Tokyo Gore Police / Tôkyô zankoku keisatsu (2008),"Akcja „Tokyo Gore Police” rozgrywa się w świecie przyszłości, gdzie policja została sprywatyzowana. Główna bohaterka filmu – Raku, jest policjantką posługującą się mieczem samurajskim, która próbuje rozwikłać zagadkę zabójstwa swojego ojca. Należy ona do specjalnego oddziału policji, którego celem jest likwidacja zmutowanych ludzi przy użyciu wszystkich możliwych środków.",Film,"Akcja, Komedia, Sci-Fi",2008,110,5.9,12,Japan,https://cda-hd.cc/57572/tokijska-policja-gore-tokyo-gore-police-tokyo-zankoku-keisatsu-2008-online/,https://image.tmdb.org/t/p/w185/gMUQ8xs0i2zJSxjPjTazFtgOHc1.jpg
Puls Seulu / Seoul Vibe / Seoul Daejakjeon (2022),"W pogoni za prędkością, marzeniami i pieniędzmi grupa kierowców wplątuje się w śledztwo wokół nielegalnego funduszu przestępczyni w czasie olimpiady w Seulu w 1988 roku.",Film,"Akcja, Dramat, Komedia, Kryminał",2022,138,5.7,199,South Korea,https://cda-hd.cc/57487/puls-seulu-seoul-vibe-seoul-daejakjeon-2022-online/,https://image.tmdb.org/t/p/w185/zukuy8slSFF1OpokjGtGwuMcAQV.jpg
Miłość dla dorosłych / Loving Adults / Kærlighed for voksne (2022),"Cienka granica między miłością i nienawiścią okazuje się zabójcza, gdy żona odkrywa romans męża i oboje są gotowi na wszystko, by osiągnąć swój cel.",Film,"Dramat, Kryminał, Thriller",2022,104,6.1,276,Denmark,https://cda-hd.cc/57481/milosc-dla-doroslych-loving-adults-kaerlighed-for-voksne-2022-online/,https://image.tmdb.org/t/p/w185/hSNHg7qReDtBk1u2PaSSzTTQ8ax.jpg
Top Gun: Maverick (2022),"Po ponad 20 latach służby w lotnictwie marynarki wojennej, Pete „Maverick” Mitchell zostaje wezwany do legendarnej szkoły Top Gun. Ma wyszkolić nowe pokolenie pilotów do niezwykle trudnej misji.",Film,"Akcja, Dramat",2022,130,9.2,17,USA,https://cda-hd.cc/57323/top-gun-maverick-2022-online/,https://image.tmdb.org/t/p/w185/62HCnUTziyWcpDaBO2i1DX17ljH.jpg
Czas dla siebie / Me Time (2022),"Gdy żona zabiera dzieci na wyjazd, pełnoetatowy tata, pierwszy raz od lat mając czas dla siebie, odnawia kontakt z dawnym przyjacielem. Spędzają razem szalony weekend, który niemal wywraca jego życie do góry nogami.",Film,Komedia,2022,101,5.1,2,USA,https://cda-hd.cc/57478/czas-dla-siebie-me-time-2022-online/,https://image.tmdb.org/t/p/w185/4c8SAXFYW3lvqUBm0skTwEVkV5z.jpg
Biała śmierć / White Trash / Vitt skräp (2021),"W małym szwedzkim miasteczku działa kartel narkotykowy, z którym współpracę nawiązują Sami i Kim. Kiedy jednak narkotyki zaczynają krążyć bez zgody szefa, Sami trafia na celownik przestępców.",Film,"Kryminał, Thriller",2021,107,4.9,292,Sweden,https://cda-hd.cc/57444/biala-smierc-white-trash-vitt-skrap-2021-online/,https://image.tmdb.org/t/p/w185/scDtdTGVAR5rCEJ6HlZPSJORgWQ.jpg
Jedenaste: znaj sąsiada swego / Next Door / Nebenan (2021),"Na tle gentryfikacji i nierówności społecznych Berlina fabuła obrazu skupia się na popularnym aktorze, na którym postanawia się zemścić sąsiad.",Film,"Dramat, Komedia",2021,92,6.8,1,Germany,https://cda-hd.cc/57419/jedenaste-znaj-sasiada-swego-next-door-nebenan-2021-online/,https://image.tmdb.org/t/p/w185/yncHJmuCQZPVvxQRIp6m4R5bqkt.jpg
Foki kontra rekiny / Seal Team (2021),"Gdy jej najlepszy przyjaciel ginie w ataku rekinów, foka Quinn zbiera „Team Seal”, aby walczyć z gangiem rekinów, który opanował okolicę. Drużyna nie będąc przygotowana do takiej misji prosi wojownika Claggarta, aby ich przeszkolił.",Film,"Akcja, Animacja, Familijny, Fantasy, Komedia, Sci-Fi",2021,101,5.5,1,"South Africa, USA",https://cda-hd.cc/57405/foki-kontra-rekiny-seal-team-2021-online/,https://image.tmdb.org/t/p/w185/sn6o5h7I8XOPOkIBnXDY8Yskhd3.jpg
Skóra w ogniu / La piel en llamas (2022),"Uznany fotograf wojenny ma otrzymać nagrodę za działania na rzecz pokoju na świecie. Tymczasem miejscowa dziennikarka postanawia wymierzyć mu sprawiedliwość za przewinienia, o których nikt nie wie.",Film,"Dramat, Tajemnica, Thriller",2022,87,5.6,20,Spain,https://cda-hd.cc/57403/skora-w-ogniu-la-piel-en-llamas-2022-online/,https://image.tmdb.org/t/p/w185/iRbq8HvzB3BfiAnli6fEPjlbf05.jpg
Podpalaczka / Firestarter (2022),"W nowej adaptacji kultowego bestselleru Stephena Kinga „Podpalaczka” dziewczyna o imieniu Charlie McGee jest obdarzona rzadkim darem pirokinezy, czyli zaprószania ognia. Ta niezwykła zdolność to wielkie niebezpieczeństwo dla dziewczynki. Jej rodzice robią wszystko, aby mogła ona wieść w miarę normalne życie. Przez ponad dekadę, Andy (Zac Efron) i Vicky (Sydney Lemmon) uciekają, desperacko próbując ukryć Charlie (Ryan Kiera Armstrong) przed agencją federalną, która chciałaby wykorzystać niezwykły dar dziewczynki do produkcji broni masowego rażenia. Andy nauczył Charlie, jak rozładować moc, która jest wyzwalana przez gniew lub ból. Ale kiedy Charlie kończy 11 lat, ogień staje się coraz trudniejszy do opanowania. Gdy przypadkowo zostaje ujawniona lokalizacja rodziny, agent (Michael Greyeyes) zostaje wysłany, aby wytropić rodzinę i złapać Charlie. Dziewczyna ma zupełnie inne plany.",Film,"Dramat, Horror, Sci-Fi, Thriller",2022,94,4.6,13,USA,https://cda-hd.cc/57401/podpalaczka-firestarter-2022-online/,https://image.tmdb.org/t/p/w185/3eGeXp0wZJaUEcbX76wgBRxqjQz.jpg
Fullmetal Alchemist the Revenge of Scar (2022),W tej kontynuacji pierwszego filmu bracia Elric spotykają najtrudniejszego z dotychczasowych przeciwników – seryjnego mordercę z wielką blizną na czole.,Film,"Akcja, Fantasy, Przygodowy",2022,125,5.3,353,Japan,https://cda-hd.cc/57394/fullmetal-alchemist-the-revenge-of-scar-2022/,https://image.tmdb.org/t/p/w185/yTSqYT12q5A9WT0ju9pyHfuiIWi.jpg
Samotni / Here Alone (2016),"Świat ogarnęła tajemnicza epidemia. Ukrywająca się w lesie kobieta, postanawia pomóc zagubionej rodzinie.",Film,"Dramat, Horror, Sci-Fi",2016,98,5.6,7,USA,https://cda-hd.cc/57391/samotni-here-alone-2016-online/,https://image.tmdb.org/t/p/w185/jvPS4nDSWlV3tBvW91KggIolmwA.jpg
Meduza / Medusa (2021),"Aby oprzeć się pokusie, Mariana i jej koleżanki starają się jak najlepiej kontrolować wszystko i wszystkich wokół siebie. Jednak nadejdzie dzień, kiedy potrzeba krzyku będzie silniejsza niż kiedykolwiek.",Film,"Fantasy, Horror",2021,127,5.7,295,Brazil,https://cda-hd.cc/57332/meduza-medusa-2021-online/,https://image.tmdb.org/t/p/w185/7tcxxE97FOpGMHLvG77uk2lF1pm.jpg
Łapiąc oddech / A Mouthful of Air (2021),"Julie jest autorką bestsellerowych książek dla dzieci oswajających lęki. Niestety sama nie poradziła sobie jeszcze z własnymi, które wraz z pojawieniem się na świecie je córki, zmieniają jej życie w walkę o przetrwanie.",Film,Dramat,2021,105,5.9,1,USA,https://cda-hd.cc/57317/lapiac-oddech-a-mouthful-of-air-2021-online/,https://image.tmdb.org/t/p/w185/wuBA3LxAwlzo1a90PHredvnPfRg.jpg
Gra o przetrwanie / Crawlspace (2022),"Mężczyzna zostaje uwięziony na pustkowiu w chacie w Oregonie, gdzie bezwzględni kłusownicy ukryli swoje zdobycze.",Film,Thriller,2022,90,4.7,384,USA,https://cda-hd.cc/57314/gra-o-przetrwanie-crawlspace-2022/,https://image.tmdb.org/t/p/w185/qEu6qI5sVoIe10gD1BQBqxcNIW2.jpg
Badman / Super-héros malgré lui (2021),"Niespełniony aktor dostaje rolę superbohatera Badmana. Wskutek wypadku doznaje amnezji i naprawdę się za takowego uważa, sądząc, że ma do spełnienia ważną misję.",Film,"Akcja, Komedia",2021,72,6.0,1,"France, Belgium",https://cda-hd.cc/57311/badman-super-heros-malgre-lui-2021-online/,https://image.tmdb.org/t/p/w185/4nuElmKU1F53qGq0MskGgyRH8Q2.jpg
To nie wina karmy / Don’t Blame Karma! / ¿Qué culpa tiene el Karma? (2022),"Gdy jej licealna miłość i siostra modelka zostają parą, projektantka mody Sara musi zdecydować, czy to wszystko przez jej rzekomego pecha.",Film,"Komedia, Romans",2022,85,4.6,431,Mexico,https://cda-hd.cc/57307/to-nie-wina-karmy-dont-blame-karma-que-culpa-tiene-el-karma-2022-online/,https://image.tmdb.org/t/p/w185/37kl496Ucx2m0iq2r0keLPQKjR0.jpg
Cud / Miracle / Miracol (2021),"Młoda zakonnica wymyka się z klasztoru, by zająć się pilną sprawą i nigdy nie wraca. Policyjne śledztwo idzie w nieoczekiwanym kierunku. Być może chodzi tu o prawdziwy cud.",Film,"Dramat, Kryminał, Thriller",2021,118,6.8,406,"Romania, Czech Republic, Latvia",https://cda-hd.cc/57303/cud-miracle-miracol-2021-online/,https://image.tmdb.org/t/p/w185/vioMsQi7KXvDgbYyQQvjyjZoIbh.jpg
Młodość w North Hollywood / North Hollywood (2021),"Vince Vaughn w poruszającej historii o przyjaźni, dojrzewaniu i pogoni za marzeniem.",Film,"Dramat, Komedia, Sportowy",2021,93,5.9,2,USA,https://cda-hd.cc/57301/mlodosc-w-north-hollywood-north-hollywood-2021/,https://image.tmdb.org/t/p/w185/zEhDElA9ZN4e1Cwod3ayrinWysk.jpg
Nieludzcy / Unhuman (2022),Grupa nastolatków musi przetrwać w nietypowych okolicznościach.,Film,"Horror, Komedia, Thriller",2022,91,4.2,954,USA,https://cda-hd.cc/57262/nieludzcy-unhuman-2022-online/,https://image.tmdb.org/t/p/w185/a0YCxxFhZSczKrw3FHDV0nTyHb5.jpg
Oskar i Lilli / Ein bisschen bleiben wir noch (2020),"Deportacja dwojga dzieci, uchodźców czeczeńskich, zostaje tymczasowo wstrzymana po tym, jak ich matka próbuje popełnić samobójstwo. Co teraz stanie się z rodziną",Film,Dramat,2020,102,6.7,90,Austria,https://cda-hd.cc/57257/oskar-i-lilli-ein-bisschen-bleiben-wir-noch-2020-online/,https://image.tmdb.org/t/p/w185/A2oKVspUwmMJU7fNH8L4BlBskfA.jpg
Napad stulecia / The Heist of the Century / El robo del siglo (2020),"W 2006 roku grupa złodziei dokonała jednego z najsłynniejszych napadów na bank w historii Argentyny. Sposób, w jaki obrabowali bank w Rio, jest równie zaskakujący, jak to, co stało się później…",Film,"Akcja, Biograficzny, Dramat, Komedia, Kryminał",2020,114,7.1,8,"Argentina, USA",https://cda-hd.cc/57255/napad-stulecia-the-heist-of-the-century-el-robo-del-siglo-2020-online/,https://image.tmdb.org/t/p/w185/acQ5lwnQGwre8n3m8JzTTcNKc5h.jpg
Ktoś we mnie / The Little Stranger (2018),"Historia dr. Faradaya, syna pokojówki, który żyje otoczony szacunkiem jako wiejski lekarz. Podczas długiego, upalnego lata 1947 roku, zostaje wezwany do Hundrets Hall, majątku, w którym niegdyś pracowała jego matka.",Film,"Dramat, Horror, Tajemnica",2018,111,5.5,10,"UK, Ireland, France",https://cda-hd.cc/57253/ktos-we-mnie-the-little-stranger-2018-online/,https://image.tmdb.org/t/p/w185/mfLl93043kOHPJfenkawjookil8.jpg
Przyjaciółki / Chavalas (2021),"Cztery przyjaciółki od czasów liceum spotykają się po latach, aby pomóc sobie nawzajem w podejmowaniu poważnych decyzji.",Film,Komedia,2021,91,6.0,730,Spain,https://cda-hd.cc/57251/przyjaciolki-chavalas-2021-online/,https://image.tmdb.org/t/p/w185/x6AG1U0zK5R0rR2tr8Nhr2LYpV4.jpg
Piosenka prosto z serca / Heartsong (2022),"Śpiewając na weselu, które szybko okazuje się niewypałem, wędrowny muzyk zakochuje się w pannie młodej uwikłanej w konflikt rodzinny. Teraz musi ratować jej życie.",Film,"Dramat, Komedia, Muzyczny, Romans",2022,95,6.1,248,Turkey,https://cda-hd.cc/57246/piosenka-prosto-z-serca-heartsong-2022-online/,https://image.tmdb.org/t/p/w185/rW9x7YYzbZeXZnQY7MlgfdzP1i5.jpg
Obcy W Biurze / Office Invasion (2022),"Trzech najlepszych przyjaciół łączy się, by bronić swojej cennej firmy górniczej przed potwornymi kosmitami, którzy chcą ją splądrować i wytępić.",Film,"Akcja, Komedia, Sci-Fi",2022,113,3.9,183,South Africa,https://cda-hd.cc/57242/obcy-w-biurze-office-invasion-2022-online/,https://image.tmdb.org/t/p/w185/kDC9Q3kiVaxrJijaGeZ8ZB2ZoiX.jpg
Miejsce zbrodni / 11th Hour Cleaning (2022),"Grupka osób sprzątających miejsce zbrodni zostaje uwięziona przez demona, który chce doprowadzić ich do szaleństwa.",Film,Horror,2022,73,3.6,177,USA,https://cda-hd.cc/57238/miejsce-zbrodni-11th-hour-cleaning-2022-online/,https://image.tmdb.org/t/p/w185/mPgjIVV6DbhV0QsdNpdW9wpRUw0.jpg
2033 (2009),"W 2033 roku wojsko kontroluje miasto, które kiedyś było Meksykiem, odbierając ludziom możliwość wyznawania wiary i wolność słowa. Grupa śmiałków postanawia obalić reżim.",Film,"Przygodowy, Sci-Fi",2009,100,4.1,384,Mexico,https://cda-hd.cc/57236/2033-2009-online/,https://image.tmdb.org/t/p/w185/rlqqaUnIbxHtFYCZGL8ydxHesR3.jpg
Luzzu (2021),"Tytuł filmu jest nazwą tradycyjnej łodzi rybackiej, używanej podczas przybrzeżnych połowów. Jedną z nich pływa Jesmark, podtrzymujący rodzinną tradycję, lecz zmagający się z coraz silniejszą konkurencją. Gdy okaże się, że jego niedawno narodzony synek potrzebuje kosztownej operacji, mężczyzna będzie zmuszony porzucić ideały i związać się z ludźmi, którzy rządzą lokalnym czarnym rynkiem.",Film,Dramat,2021,94,7.0,1,"USA, Malta",https://cda-hd.cc/57234/luzzu-2021-online/,https://image.tmdb.org/t/p/w185/qFz8Mna6oc8YAmK4jwZRAC79Mzl.jpg
The Roundup / Beom-joi-do-si-2 (2022),"‚Beast Cop’ MA Seok-do udaje się do obcego kraju, aby dokonać ekstradycji podejrzanego, ale wkrótce po przyjeździe odkrywa dodatkowe przypadki morderstw i słyszy o bezwzględnym mordercy, który od kilku lat popełnia zbrodnie na turystach. Aby złapać bezprecedensowego przestępcę, detektyw MA i jego zespół muszą przejść dodatkową milę!",Film,"Akcja, Kryminał",2022,106,7.1,2,South Korea,https://cda-hd.cc/57232/the-roundup-beom-joi-do-si-2-2022-online/,https://image.tmdb.org/t/p/w185/eet59dUMUqRkIJJwY2Q7M5UsRAn.jpg
Narco Sub (2021),"Były żołnierz piechoty morskiej staje się przestępcą, aby ratować swoją rodzinę.",Film,"Akcja, Dramat, Kryminał",2021,93,5.6,6,USA,https://cda-hd.cc/57230/narco-sub-2021-online/,https://image.tmdb.org/t/p/w185/l8SIcvxPzyfqxUllSFMaMIF0UEy.jpg
Oni kryją się w mroku / They live in the grey (2022),"Claire miewa tajemnicze, niepokojące wizje. Kobieta zaczyna podejrzewać, że mają one związek z duchami, które prześladują ludzi.",Film,"Horror, Thriller",2022,123,5.9,736,USA,https://cda-hd.cc/57221/oni-kryja-sie-w-mroku-they-live-in-the-grey-2022-online/,https://image.tmdb.org/t/p/w185/jQ50xkGlXHsreKvQlqtLsj7vSP0.jpg
Pielgrzymi / Piligrimai / Pilgrims (2021),"Paulius jest nawiedzany wspomnieniami swojego zmarłego brata Mateusa, który został zamordowany cztery lata wcześniej. Tragedia odcisnęła wyraźne piętno na jego psychice. Sprawcy zostali złapani, świadkowie złożyli zeznania, przysięgli obradowali i dla reszty świata sprawa została zamknięta. Dla Pauliusa i Indre, dziewczyny Mateusa, wspomnienia ukochanej osoby są jednak dalej bardzo świeże.",Film,"Dramat, Kryminał",2021,92,6.3,276,Lithuania,https://cda-hd.cc/57213/pielgrzymi-piligrimai-pilgrims-2021-online/,https://image.tmdb.org/t/p/w185/nCn736CNGBtFgrhU6PIc5iimM4C.jpg
Dziennik dla Jordana / A Journal for Jordan (2021),"Film oparty jest na prawdziwej historii starszego sierżanta Charlesa Monroe Kinga (Jordan), żołnierza wysłanego do Iraku, który zaczął prowadzić dziennik miłości i porad dla swojego nowonarodzonego synka. Po powrocie do domu, starsza redaktorka New York Timesa Dana Canedy (Chanté Adams) powraca do historii swojego związku z Kingiem, jego oddania dla niej i ich dziecka.131",Film,Dramat,2021,131,5.8,1,USA,https://cda-hd.cc/57091/dziennik-dla-jordana-a-journal-for-jordan-2021-online/,https://image.tmdb.org/t/p/w185/kkZB0HbADmyVuQyd5SpncK8INXJ.jpg
Czyngis-Chan / Mongol: The Rise of Genghis Khan / Mongol (2007),"Dziewięcioletni Temudżyn, syn mongolskiego chana, wędruje z ojcem, by znaleźć dla siebie żonę. W drodze powrotnej mężczyzna umiera od trucizny, a chłopiec zostaje zmuszony walczyć o swoje dziedzictwo.",Film,"Akcja, Biograficzny, Dramat, Historyczny, Wojenny",2007,126,7.2,47,"Russia, Germany, Kazakhstan",https://cda-hd.cc/57088/czyngis-chan-mongol-the-rise-of-genghis-khan-mongol-2007/,https://image.tmdb.org/t/p/w185/4M90aDo8znhl9Nc0b5ukH9OHULA.jpg
Aż poleje się krew / There Will Be Blood (2007),"Podczas odwiertów prowadzonych nieopodal małego kalifornijskiego miasteczka cyniczny nafciarz, Daniel Plainview, natrafia na ogromne źródło ropy. Wkrótce wchodzi w konflikt z kaznodzieją rządzącym lokalną społecznością.",Film,Dramat,2007,158,8.2,577,USA,https://cda-hd.cc/57084/az-poleje-sie-krew-there-will-be-blood-2007/,https://image.tmdb.org/t/p/w185/nYdMNzRN8YP410P2eg4chvayDHq.jpg
Nosorożec / Rhino / Nosorih (2021),"Tytułowy Nosorożec to młody mężczyzna, mocny i sprawny fizycznie, wyjątkowe połączenie siły, spokoju i lekkomyślności. Po raz pierwszy spotykamy go na ulicach małego postsowieckiego miasteczka, które odegrało kluczową rolę w kształtowaniu jego charakteru. Obserwujemy, jak dorasta na tle wzlotów i upadków swojego życia rodzinnego. Kolejne wydarzenia z jego życia przebiegają według schematu wspólnego dla epoki życia sowieckiego: jeść lub być zjedzonym, bić lub być bitym. Nosorożec, odważny i fizycznie potężny, szybko awansuje w hierarchii lokalnego gangu przestępczego, stając się wkrótce jego przywódcą. Ale nie jest to kariera bez katastrofalnych błędów z jego strony.",Film,"Dramat, Kryminał",2021,101,6.7,956,"Ukraine, Germany, Poland",https://cda-hd.cc/57081/nosorozec-rhino-nosorih-2021-online/,https://image.tmdb.org/t/p/w185/rX19K62UNp9XRxgz9B9PJWo9Oxn.jpg
"Gdzie jesteś, Amando / Gone Baby Gone (2007)","Zakrojone na szeroką skalę poszukiwania porwanej Amandy McCready nie przynoszą rezultatu, a z każdą godziną prawdopodobieństwo odnalezienia dziewczynki żywej maleje. Ostatnią deską ratunku wydaje się być zatrudnienie pary detektywów , specjalizujących się w odnajdywaniu zaginionych osób. Wraz z postępem śledztwa wychodzi na jaw, że porwanie jest tylko jednym z elementów sprawy, w którą zaangażowane są kartele narkotykowe i skorumpowani funkcjonariusze. W otoczeniu bohaterów mało kto ma czyste sumienie, a teatralna rozpacz i gra pozorów skutecznie utrudni dochodzenie i doprowadzi do zakończenia którego nikt się nie spodziewa…",Film,"Dramat, Kryminał",2007,114,7.7,198,USA,https://cda-hd.cc/10633/gdzie-jestes-amando-gone-baby-gone-2007-online/,https://image.tmdb.org/t/p/w185/wwYoULrVeORDDIbmLyv7d1VOCtl.jpg
Mój brat to wampir / Let the Wrong One In (2021),"Kiedy młody pracownik supermarketu odkrywa, że jego starszy brat zamienił się w wampira, staje przed dylematem: zaryzykować własne życie, aby pomóc bratu, czy może zabić go kołkiem, aby powstrzymać rozprzestrzenianiem infekcji?",Film,"Akcja, Horror, Komedia",2021,100,5.4,474,Ireland,https://cda-hd.cc/57073/moj-brat-to-wampir-let-the-wrong-one-in-2021-online/,https://image.tmdb.org/t/p/w185/5hzIAVpvX1JZKBuzRqel7puLsr4.jpg
Zawód gangster: Początek / Rise of the Footsoldier: Origins (2021),"Opowieść o początkach tego, jak Tucker, Rolfie i Pat Tate zjednoczyli się, aby stworzyć własną firmę.",Film,"Akcja, Dramat, Kryminał",2021,107,5.8,2,UK,https://cda-hd.cc/57068/zawod-gangster-poczatek-rise-of-the-footsoldier-origins-2021-online/,https://image.tmdb.org/t/p/w185/gHgr6BIYFXhwyjBugQRiNw2h19h.jpg
Frost/Nixon (2008),"Kronika medialnego starcia Davida Frosta i Richarda Nixona. Pierwszy chce wyrwać się z kręgu miałkiej telewizyjnej rozrywki, drugi ma nadzieję powrócić na polityczny szczyt.",Film,"Biograficzny, Dramat, Historyczny",2008,122,7.7,108,"UK, France, USA",https://cda-hd.cc/57066/frost-nixon-2008-online/,https://image.tmdb.org/t/p/w185/1U7qTBXm9AxvUtlqrlAhc5BDxT2.jpg
Dżokej / Jockey (2021),"Dżokej Jackson Silva całe życie spędził w siodle. Nie przyniosło mu to ani sławy, ani wielkich pieniędzy, ale i tak wciąż kocha swoją pracę – szkoda tylko, że to zwykle nieodwzajemniona miłość.",Film,Dramat,2021,94,6.4,889,USA,https://cda-hd.cc/57064/dzokej-jockey-2021-online/,https://image.tmdb.org/t/p/w185/frPUFB5yoEaaJUcti84Coy5pLNz.jpg
Fair Game (2010),"Film „Fair Game” to dramat oparty na biografii Valerie Plame Wilson (Naomi Watts), byłej tajnej agentki CIA. W lipcu 2003 roku mąż Valerie, ambasador Joseph Wilson, na łamach New York Times oskarżył administrację prezydenta George’a W. Busha o manipulowanie i okłamywanie opinii publicznej w sprawie posiadania przez Irak broni masowego rażenia. Fakt ten miał usprawiedliwić atak Stanów Zjednoczonych na Irak, mający miejsce cztery miesiące wcześniej. Konsekwencją ruchu ambasadora było ujawnienie tożsamości jego żony oraz jej powiązań z agencją, co w USA jest przestępstwem. W 2005 roku Valerie odeszła z CIA i razem z mężem złożyła sprawę do sądu z powództwa cywilnego. W wyniku procesu skazany został szef sztabu wiceprezydenta Dicka Cheneya, Lewis „Scooter” Libby.",Film,"Biograficzny, Dramat, Thriller",2010,108,6.8,49,"USA, United Arab Emirates",https://cda-hd.cc/57062/fair-game-2010-online/,https://image.tmdb.org/t/p/w185/r0rBqUNr0Y7SGA8G3YVjKEPUzkO.jpg
Nie w porządku / Not Okay (2022),"Ambitna młoda kobieta zdobywa uznanie i sławę, podając się za osobę, która przeżyła morderczy atak, ale wkrótce przekonuje się, że za internetowy rozgłos trzeba zapłacić straszną cenę.",Film,"Dramat, Komedia",2022,100,5.9,1,USA,https://cda-hd.cc/57042/nie-w-porzadku-not-okay-2022-online/,https://image.tmdb.org/t/p/w185/x1q3FkqFHBkMeKnHiS6GYgdLvUs.jpg
